region,category,parameter,mode,powertrain,year,unit,value
India,Projection-STEPS,EV sales,Vans,BEV,2020,Vehicles,1000
Romania,Historical,EV sales,Cars,PHEV,2020,Vehicles,1000
Slovakia,Historical,EV sales,Cars,BEV,2020,Vehicles,920
Turkiye,Historical,EV sales,Cars,BEV,2020,Vehicles,890
Germany,Historical,EV sales,Trucks,BEV,2020,Vehicles,860
Slovakia,Historical,EV sales,Cars,PHEV,2020,Vehicles,860
Brazil,Historical,EV sales,Cars,BEV,2020,Vehicles,800
Switzerland,Historical,EV sales,Vans,BEV,2020,Vehicles,780
Korea,Historical,EV sales,Buses,BEV,2020,Vehicles,700
Greece,Historical,EV sales,Cars,BEV,2020,Vehicles,680
EU27,Historical,EV sales,Cars,FCEV,2020,Vehicles,660
Costa Rica,Historical,EV sales,Cars,BEV,2020,Vehicles,630
United Arab Emirates,Historical,EV sales,Cars,BEV,2020,Vehicles,630
Denmark,Historical,EV sales,Vans,BEV,2020,Vehicles,620
United Kingdom,Historical,EV sales,Vans,PHEV,2020,Vehicles,560
Croatia,Historical,EV sales,Cars,BEV,2020,Vehicles,530
EU27,Historical,EV sales,Vans,PHEV,2020,Vehicles,530
USA,Historical,EV sales,Buses,BEV,2020,Vehicles,520
USA,Projection-STEPS,EV sales,Buses,BEV,2020,Vehicles,520
USA,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,520
Japan,Historical,EV sales,Cars,FCEV,2020,Vehicles,490
Colombia,Historical,EV sales,Cars,BEV,2020,Vehicles,480
Belgium,Historical,EV sales,Vans,BEV,2020,Vehicles,470
Colombia,Historical,EV sales,Cars,PHEV,2020,Vehicles,470
Lithuania,Historical,EV sales,Cars,BEV,2020,Vehicles,450
Netherlands,Historical,EV sales,Buses,BEV,2020,Vehicles,450
Turkiye,Historical,EV sales,Cars,PHEV,2020,Vehicles,400
Germany,Historical,EV sales,Buses,BEV,2020,Vehicles,390
Estonia,Historical,EV sales,Cars,BEV,2020,Vehicles,340
Latvia,Historical,EV sales,Cars,BEV,2020,Vehicles,310
United Kingdom,Historical,EV sales,Buses,BEV,2020,Vehicles,300
Portugal,Historical,EV sales,Vans,BEV,2020,Vehicles,270
Norway,Historical,EV sales,Buses,BEV,2020,Vehicles,230
Poland,Historical,EV sales,Vans,BEV,2020,Vehicles,220
France,Historical,EV sales,Cars,FCEV,2020,Vehicles,210
Germany,Historical,EV sales,Cars,FCEV,2020,Vehicles,200
Poland,Historical,EV sales,Buses,BEV,2020,Vehicles,200
France,Historical,EV sales,Buses,BEV,2020,Vehicles,180
Germany,Historical,EV sales,Vans,PHEV,2020,Vehicles,180
Finland,Historical,EV sales,Vans,BEV,2020,Vehicles,170
Netherlands,Historical,EV sales,Cars,FCEV,2020,Vehicles,170
Denmark,Historical,EV sales,Vans,PHEV,2020,Vehicles,160
Sweden,Historical,EV sales,Buses,BEV,2020,Vehicles,160
South Africa,Historical,EV sales,Cars,PHEV,2020,Vehicles,150
Bulgaria,Historical,EV sales,Cars,BEV,2020,Vehicles,140
Croatia,Historical,EV sales,Cars,PHEV,2020,Vehicles,140
Chile,Historical,EV sales,Cars,BEV,2020,Vehicles,110
Japan,Historical,EV sales,Buses,FCEV,2020,Vehicles,100
Italy,Historical,EV sales,Buses,BEV,2020,Vehicles,97
South Africa,Historical,EV sales,Cars,BEV,2020,Vehicles,92
Cyprus,Historical,EV sales,Cars,PHEV,2020,Vehicles,83
Chile,Historical,EV sales,Cars,PHEV,2020,Vehicles,79
New Zealand,Historical,EV sales,Vans,BEV,2020,Vehicles,78
Estonia,Historical,EV sales,Cars,PHEV,2020,Vehicles,75
Latvia,Historical,EV sales,Cars,PHEV,2020,Vehicles,73
EU27,Historical,EV sales,Buses,PHEV,2020,Vehicles,67
Canada,Historical,EV sales,Buses,BEV,2020,Vehicles,63
Norway,Historical,EV sales,Buses,PHEV,2020,Vehicles,63
United Arab Emirates,Historical,EV sales,Cars,PHEV,2020,Vehicles,61
Korea,Historical,EV sales,Vans,FCEV,2020,Vehicles,60
Brazil,Historical,EV sales,Vans,BEV,2020,Vehicles,58
United Kingdom,Historical,EV sales,Cars,FCEV,2020,Vehicles,57
Italy,Historical,EV sales,Vans,PHEV,2020,Vehicles,53
EU27,Historical,EV sales,Buses,FCEV,2020,Vehicles,51
Spain,Historical,EV sales,Buses,BEV,2020,Vehicles,51
Netherlands,Historical,EV sales,Trucks,BEV,2020,Vehicles,50
India,Historical,EV sales,Buses,FCEV,2020,Vehicles,49
India,Projection-APS,EV sales,Buses,FCEV,2020,Vehicles,49
India,Projection-STEPS,EV sales,Buses,FCEV,2020,Vehicles,49
Denmark,Historical,EV sales,Cars,FCEV,2020,Vehicles,45
Israel,Historical,EV sales,Vans,BEV,2020,Vehicles,45
Belgium,Historical,EV sales,Buses,PHEV,2020,Vehicles,43
India,Historical,EV sales,Cars,PHEV,2020,Vehicles,43
India,Projection-STEPS,EV sales,Cars,PHEV,2020,Vehicles,43
India,Projection-APS,EV sales,Cars,PHEV,2020,Vehicles,43
Cyprus,Historical,EV sales,Cars,BEV,2020,Vehicles,42
Bulgaria,Historical,EV sales,Cars,PHEV,2020,Vehicles,41
Finland,Historical,EV sales,Vans,PHEV,2020,Vehicles,39
Slovenia,Historical,EV sales,Cars,PHEV,2020,Vehicles,39
Germany,Historical,EV sales,Buses,FCEV,2020,Vehicles,38
Switzerland,Historical,EV sales,Trucks,BEV,2020,Vehicles,38
Brazil,Historical,EV sales,Buses,BEV,2020,Vehicles,37
Korea,Historical,EV sales,Buses,FCEV,2020,Vehicles,37
Japan,Historical,EV sales,Trucks,BEV,2020,Vehicles,35
Netherlands,Historical,EV sales,Vans,PHEV,2020,Vehicles,33
Denmark,Historical,EV sales,Trucks,BEV,2020,Vehicles,28
China,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,27
China,Historical,EV sales,Trucks,PHEV,2020,Vehicles,27
China,Projection-STEPS,EV sales,Trucks,PHEV,2020,Vehicles,27
Belgium,Historical,EV sales,Vans,PHEV,2020,Vehicles,26
Norway,Historical,EV sales,Trucks,BEV,2020,Vehicles,26
Seychelles,Historical,EV sales,Cars,BEV,2020,Vehicles,26
Finland,Historical,EV sales,Buses,BEV,2020,Vehicles,25
Israel,Historical,EV sales,Buses,BEV,2020,Vehicles,24
Sweden,Historical,EV sales,Trucks,BEV,2020,Vehicles,24
Switzerland,Historical,EV sales,Buses,BEV,2020,Vehicles,22
USA,Projection-STEPS,EV sales,Buses,FCEV,2020,Vehicles,22
USA,Projection-APS,EV sales,Buses,FCEV,2020,Vehicles,22
USA,Historical,EV sales,Buses,FCEV,2020,Vehicles,22
Switzerland,Historical,EV sales,Trucks,FCEV,2020,Vehicles,20
United Kingdom,Historical,EV sales,Buses,FCEV,2020,Vehicles,18
New Zealand,Historical,EV sales,Buses,BEV,2020,Vehicles,17
Canada,Historical,EV sales,Cars,FCEV,2020,Vehicles,16
Norway,Historical,EV sales,Cars,FCEV,2020,Vehicles,16
United Kingdom,Historical,EV sales,Trucks,BEV,2020,Vehicles,16
Brazil,Historical,EV sales,Trucks,BEV,2020,Vehicles,15
France,Historical,EV sales,Trucks,BEV,2020,Vehicles,15
Austria,Historical,EV sales,Cars,FCEV,2020,Vehicles,14
Belgium,Historical,EV sales,Buses,BEV,2020,Vehicles,12
Norway,Historical,EV sales,Vans,PHEV,2020,Vehicles,11
Japan,Historical,EV sales,Buses,BEV,2020,Vehicles,10
Portugal,Historical,EV sales,Buses,BEV,2020,Vehicles,10
Switzerland,Historical,EV sales,Vans,PHEV,2020,Vehicles,9
Spain,Historical,EV sales,Trucks,BEV,2020,Vehicles,8
Canada,Historical,EV sales,Trucks,FCEV,2020,Vehicles,7
Italy,Historical,EV sales,Cars,FCEV,2020,Vehicles,7
Spain,Historical,EV sales,Cars,FCEV,2020,Vehicles,7
Spain,Historical,EV sales,Buses,PHEV,2020,Vehicles,7
Belgium,Historical,EV sales,Trucks,BEV,2020,Vehicles,6
Denmark,Historical,EV sales,Buses,BEV,2020,Vehicles,6
Finland,Historical,EV sales,Trucks,BEV,2020,Vehicles,5
Sweden,Historical,EV sales,Cars,FCEV,2020,Vehicles,5
Belgium,Historical,EV sales,Cars,FCEV,2020,Vehicles,4
Denmark,Historical,EV sales,Buses,FCEV,2020,Vehicles,3
EU27,Historical,EV sales,Trucks,FCEV,2020,Vehicles,3
EU27,Historical,EV sales,Trucks,PHEV,2020,Vehicles,3
Netherlands,Historical,EV sales,Trucks,PHEV,2020,Vehicles,3
New Zealand,Historical,EV sales,Cars,FCEV,2020,Vehicles,3
Norway,Historical,EV sales,Trucks,FCEV,2020,Vehicles,3
Netherlands,Historical,EV sales,Trucks,FCEV,2020,Vehicles,2
Poland,Historical,EV sales,Vans,PHEV,2020,Vehicles,2
Brazil,Historical,EV sales,Buses,FCEV,2020,Vehicles,1
China,Historical,EV sales,Vans,PHEV,2020,Vehicles,1
China,Projection-APS,EV sales,Vans,PHEV,2020,Vehicles,1
China,Projection-STEPS,EV sales,Vans,PHEV,2020,Vehicles,1
Denmark,Historical,EV sales,Trucks,FCEV,2020,Vehicles,1
Iceland,Historical,EV sales,Cars,FCEV,2020,Vehicles,1
New Zealand,Historical,EV sales,Vans,PHEV,2020,Vehicles,1
Norway,Historical,EV sales,Trucks,PHEV,2020,Vehicles,1
China,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,2700000
China,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,2700000
China,Historical,EV sales,Cars,BEV,2021,Vehicles,2700000
EU27,Historical,EV sales,Cars,BEV,2021,Vehicles,890000
EU27,Historical,EV sales,Cars,PHEV,2021,Vehicles,880000
China,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,550000
China,Historical,EV sales,Cars,PHEV,2021,Vehicles,550000
China,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,550000
USA,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,470000
USA,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,470000
USA,Historical,EV sales,Cars,BEV,2021,Vehicles,470000
Germany,Historical,EV sales,Cars,BEV,2021,Vehicles,360000
Germany,Historical,EV sales,Cars,PHEV,2021,Vehicles,330000
United Kingdom,Historical,EV sales,Cars,BEV,2021,Vehicles,190000
France,Historical,EV sales,Cars,BEV,2021,Vehicles,170000
USA,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,160000
USA,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,160000
USA,Historical,EV sales,Cars,PHEV,2021,Vehicles,160000
France,Historical,EV sales,Cars,PHEV,2021,Vehicles,140000
United Kingdom,Historical,EV sales,Cars,PHEV,2021,Vehicles,120000
Norway,Historical,EV sales,Cars,BEV,2021,Vehicles,110000
Sweden,Historical,EV sales,Cars,PHEV,2021,Vehicles,78000
Korea,Historical,EV sales,Cars,BEV,2021,Vehicles,72000
China,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,71000
China,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,71000
China,Historical,EV sales,Vans,BEV,2021,Vehicles,71000
Italy,Historical,EV sales,Cars,PHEV,2021,Vehicles,71000
Netherlands,Historical,EV sales,Cars,BEV,2021,Vehicles,70000
Italy,Historical,EV sales,Cars,BEV,2021,Vehicles,67000
Canada,Historical,EV sales,Cars,BEV,2021,Vehicles,59000
Sweden,Historical,EV sales,Cars,BEV,2021,Vehicles,57000
Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,48000
EU27,Historical,EV sales,Vans,BEV,2021,Vehicles,45000
Spain,Historical,EV sales,Cars,PHEV,2021,Vehicles,43000
China,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,42000
China,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,42000
China,Historical,EV sales,Buses,BEV,2021,Vehicles,42000
Denmark,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000
Netherlands,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000
Norway,Historical,EV sales,Cars,PHEV,2021,Vehicles,38000
Austria,Historical,EV sales,Cars,BEV,2021,Vehicles,33000
Switzerland,Historical,EV sales,Cars,BEV,2021,Vehicles,32000
Korea,Historical,EV sales,Vans,BEV,2021,Vehicles,29000
Canada,Historical,EV sales,Cars,PHEV,2021,Vehicles,28000
Denmark,Historical,EV sales,Cars,BEV,2021,Vehicles,25000
Spain,Historical,EV sales,Cars,BEV,2021,Vehicles,24000
Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,23000
Japan,Historical,EV sales,Cars,PHEV,2021,Vehicles,23000
Japan,Historical,EV sales,Cars,BEV,2021,Vehicles,22000
Switzerland,Historical,EV sales,Cars,PHEV,2021,Vehicles,22000
Finland,Historical,EV sales,Cars,PHEV,2021,Vehicles,20000
Korea,Historical,EV sales,Cars,PHEV,2021,Vehicles,19000
China,Projection-STEPS,EV sales,Trucks,BEV,2021,Vehicles,18000
China,Historical,EV sales,Trucks,BEV,2021,Vehicles,18000
China,Projection-APS,EV sales,Trucks,BEV,2021,Vehicles,18000
Australia,Historical,EV sales,Cars,BEV,2021,Vehicles,17000
Portugal,Historical,EV sales,Cars,PHEV,2021,Vehicles,16000
Austria,Historical,EV sales,Cars,PHEV,2021,Vehicles,15000
Germany,Historical,EV sales,Vans,BEV,2021,Vehicles,13000
Israel,Historical,EV sales,Cars,PHEV,2021,Vehicles,13000
Portugal,Historical,EV sales,Cars,BEV,2021,Vehicles,13000
France,Historical,EV sales,Vans,BEV,2021,Vehicles,12000
India,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,12000
India,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,12000
India,Historical,EV sales,Cars,BEV,2021,Vehicles,12000
United Kingdom,Historical,EV sales,Vans,BEV,2021,Vehicles,12000
Brazil,Historical,EV sales,Cars,PHEV,2021,Vehicles,11000
Israel,Historical,EV sales,Cars,BEV,2021,Vehicles,11000
Finland,Historical,EV sales,Cars,BEV,2021,Vehicles,10000
Korea,Historical,EV sales,Cars,FCEV,2021,Vehicles,9200
Poland,Historical,EV sales,Cars,PHEV,2021,Vehicles,9100
Ireland,Historical,EV sales,Cars,BEV,2021,Vehicles,8600
Ireland,Historical,EV sales,Cars,PHEV,2021,Vehicles,7900
Poland,Historical,EV sales,Cars,BEV,2021,Vehicles,7200
New Zealand,Historical,EV sales,Cars,BEV,2021,Vehicles,6800
Romania,Historical,EV sales,Cars,BEV,2021,Vehicles,6300
Iceland,Historical,EV sales,Cars,PHEV,2021,Vehicles,4900
Greece,Historical,EV sales,Cars,PHEV,2021,Vehicles,4800
Luxembourg,Historical,EV sales,Cars,BEV,2021,Vehicles,4600
Luxembourg,Historical,EV sales,Cars,PHEV,2021,Vehicles,4400
Hungary,Historical,EV sales,Cars,BEV,2021,Vehicles,4300
Hungary,Historical,EV sales,Cars,PHEV,2021,Vehicles,4200
Iceland,Historical,EV sales,Cars,BEV,2021,Vehicles,4200
Czech Republic,Historical,EV sales,Cars,PHEV,2021,Vehicles,3700
Mexico,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500
New Zealand,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400
Netherlands,Historical,EV sales,Vans,BEV,2021,Vehicles,3300
EU27,Historical,EV sales,Buses,BEV,2021,Vehicles,3100
Italy,Historical,EV sales,Vans,BEV,2021,Vehicles,3100
USA,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,3100
USA,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,3100
USA,Historical,EV sales,Cars,FCEV,2021,Vehicles,3100
Mexico,Historical,EV sales,Cars,BEV,2021,Vehicles,3000
Turkiye,Historical,EV sales,Cars,BEV,2021,Vehicles,3000
Brazil,Historical,EV sales,Cars,BEV,2021,Vehicles,2900
Czech Republic,Historical,EV sales,Cars,BEV,2021,Vehicles,2700
Canada,Historical,EV sales,Vans,PHEV,2021,Vehicles,2600
Canada,Historical,EV sales,Vans,BEV,2021,Vehicles,2600
Sweden,Historical,EV sales,Vans,BEV,2021,Vehicles,2600
Japan,Historical,EV sales,Cars,FCEV,2021,Vehicles,2500
Spain,Historical,EV sales,Vans,BEV,2021,Vehicles,2300
Greece,Historical,EV sales,Cars,BEV,2021,Vehicles,2200
EU27,Historical,EV sales,Vans,PHEV,2021,Vehicles,2100
United Arab Emirates,Historical,EV sales,Cars,BEV,2021,Vehicles,2100
United Arab Emirates,Historical,EV sales,Cars,PHEV,2021,Vehicles,2000
Colombia,Historical,EV sales,Cars,PHEV,2021,Vehicles,1700
India,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,1700
India,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,1700
India,Historical,EV sales,Vans,BEV,2021,Vehicles,1700
Slovenia,Historical,EV sales,Cars,BEV,2021,Vehicles,1700
Norway,Historical,EV sales,Vans,BEV,2021,Vehicles,1600
Denmark,Historical,EV sales,Vans,BEV,2021,Vehicles,1500
Croatia,Historical,EV sales,Cars,BEV,2021,Vehicles,1400
EU27,Historical,EV sales,Trucks,BEV,2021,Vehicles,1400
Switzerland,Historical,EV sales,Vans,BEV,2021,Vehicles,1300
China,Projection-STEPS,EV sales,Trucks,FCEV,2021,Vehicles,1200
China,Historical,EV sales,Trucks,FCEV,2021,Vehicles,1200
China,Projection-APS,EV sales,Trucks,FCEV,2021,Vehicles,1200
India,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,1200
India,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,1200
India,Historical,EV sales,Buses,BEV,2021,Vehicles,1200
Lithuania,Historical,EV sales,Cars,BEV,2021,Vehicles,1200
Slovakia,Historical,EV sales,Cars,PHEV,2021,Vehicles,1200
United Kingdom,Historical,EV sales,Vans,PHEV,2021,Vehicles,1200
Slovakia,Historical,EV sales,Cars,BEV,2021,Vehicles,1100
USA,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,1100
USA,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,1100
USA,Historical,EV sales,Buses,BEV,2021,Vehicles,1100
Costa Rica,Historical,EV sales,Cars,BEV,2021,Vehicles,1000
Germany,Historical,EV sales,Trucks,BEV,2021,Vehicles,1000
Japan,Historical,EV sales,Vans,BEV,2021,Vehicles,920
Turkiye,Historical,EV sales,Cars,PHEV,2021,Vehicles,920
China,Projection-STEPS,EV sales,Buses,FCEV,2021,Vehicles,900
China,Projection-APS,EV sales,Buses,FCEV,2021,Vehicles,900
China,Historical,EV sales,Buses,FCEV,2021,Vehicles,900
China,Projection-STEPS,EV sales,Buses,PHEV,2021,Vehicles,860
China,Projection-APS,EV sales,Buses,PHEV,2021,Vehicles,860
China,Historical,EV sales,Buses,PHEV,2021,Vehicles,860
EU27,Historical,EV sales,Cars,FCEV,2021,Vehicles,860
Colombia,Historical,EV sales,Cars,BEV,2021,Vehicles,840
Poland,Historical,EV sales,Vans,BEV,2021,Vehicles,840
France,Historical,EV sales,Vans,PHEV,2021,Vehicles,800
Belgium,Historical,EV sales,Vans,BEV,2021,Vehicles,640
France,Historical,EV sales,Buses,BEV,2021,Vehicles,620
Germany,Historical,EV sales,Buses,BEV,2021,Vehicles,610
United Kingdom,Historical,EV sales,Buses,BEV,2021,Vehicles,540
China,Projection-STEPS,EV sales,Trucks,PHEV,2021,Vehicles,520
China,Historical,EV sales,Trucks,PHEV,2021,Vehicles,520
China,Projection-APS,EV sales,Trucks,PHEV,2021,Vehicles,520
Estonia,Historical,EV sales,Cars,BEV,2021,Vehicles,480
Germany,Historical,EV sales,Cars,FCEV,2021,Vehicles,460
Bulgaria,Historical,EV sales,Cars,BEV,2021,Vehicles,430
Latvia,Historical,EV sales,Cars,BEV,2021,Vehicles,410
Croatia,Historical,EV sales,Cars,PHEV,2021,Vehicles,400
Lithuania,Historical,EV sales,Cars,PHEV,2021,Vehicles,400
Italy,Historical,EV sales,Vans,PHEV,2021,Vehicles,380
Portugal,Historical,EV sales,Vans,BEV,2021,Vehicles,360
Finland,Historical,EV sales,Vans,BEV,2021,Vehicles,340
Korea,Historical,EV sales,Buses,BEV,2021,Vehicles,340
Denmark,Historical,EV sales,Vans,PHEV,2021,Vehicles,320
Germany,Historical,EV sales,Vans,PHEV,2021,Vehicles,310
Slovenia,Historical,EV sales,Cars,PHEV,2021,Vehicles,310
Chile,Historical,EV sales,Cars,PHEV,2021,Vehicles,300
Brazil,Historical,EV sales,Trucks,BEV,2021,Vehicles,290
Chile,Historical,EV sales,Cars,BEV,2021,Vehicles,270
Canada,Historical,EV sales,Buses,BEV,2021,Vehicles,250
Brazil,Historical,EV sales,Buses,BEV,2021,Vehicles,240
Estonia,Historical,EV sales,Cars,PHEV,2021,Vehicles,240
Belgium,Historical,EV sales,Buses,BEV,2021,Vehicles,220
Denmark,Historical,EV sales,Buses,BEV,2021,Vehicles,220
Poland,Historical,EV sales,Buses,BEV,2021,Vehicles,220
South Africa,Historical,EV sales,Cars,BEV,2021,Vehicles,220
Finland,Historical,EV sales,Buses,BEV,2021,Vehicles,190
Italy,Historical,EV sales,Buses,BEV,2021,Vehicles,180
Sweden,Historical,EV sales,Buses,BEV,2021,Vehicles,180
Switzerland,Historical,EV sales,Vans,PHEV,2021,Vehicles,170
China,Projection-STEPS,EV sales,Vans,PHEV,2021,Vehicles,160
China,Projection-APS,EV sales,Vans,PHEV,2021,Vehicles,160
China,Historical,EV sales,Vans,PHEV,2021,Vehicles,160
Brazil,Historical,EV sales,Vans,BEV,2021,Vehicles,150
Netherlands,Historical,EV sales,Buses,BEV,2021,Vehicles,150
Spain,Historical,EV sales,Buses,BEV,2021,Vehicles,150
EU27,Historical,EV sales,Buses,PHEV,2021,Vehicles,140
Latvia,Historical,EV sales,Cars,PHEV,2021,Vehicles,140
Netherlands,Historical,EV sales,Cars,FCEV,2021,Vehicles,140
New Zealand,Historical,EV sales,Vans,BEV,2021,Vehicles,140
United Kingdom,Historical,EV sales,Trucks,BEV,2021,Vehicles,140
Canada,Historical,EV sales,Cars,FCEV,2021,Vehicles,130
Bulgaria,Historical,EV sales,Cars,PHEV,2021,Vehicles,120
Norway,Historical,EV sales,Trucks,BEV,2021,Vehicles,110
Sweden,Historical,EV sales,Trucks,BEV,2021,Vehicles,100
Norway,Historical,EV sales,Buses,BEV,2021,Vehicles,99
Cyprus,Historical,EV sales,Cars,PHEV,2021,Vehicles,98
Cyprus,Historical,EV sales,Cars,BEV,2021,Vehicles,84
Denmark,Historical,EV sales,Cars,FCEV,2021,Vehicles,78
Poland,Historical,EV sales,Cars,FCEV,2021,Vehicles,78
Korea,Historical,EV sales,Buses,FCEV,2021,Vehicles,77
Israel,Historical,EV sales,Vans,BEV,2021,Vehicles,76
EU27,Historical,EV sales,Buses,FCEV,2021,Vehicles,75
New Zealand,Historical,EV sales,Buses,BEV,2021,Vehicles,75
Netherlands,Historical,EV sales,Trucks,BEV,2021,Vehicles,71
Seychelles,Historical,EV sales,Cars,BEV,2021,Vehicles,61
Switzerland,Historical,EV sales,Trucks,FCEV,2021,Vehicles,60
Norway,Historical,EV sales,Vans,PHEV,2021,Vehicles,58
Switzerland,Historical,EV sales,Cars,FCEV,2021,Vehicles,56
Switzerland,Historical,EV sales,Buses,BEV,2021,Vehicles,55
Korea,Historical,EV sales,Vans,FCEV,2021,Vehicles,54
South Africa,Historical,EV sales,Cars,PHEV,2021,Vehicles,51
Denmark,Historical,EV sales,Trucks,BEV,2021,Vehicles,50
India,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,50
India,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,50
India,Historical,EV sales,Cars,PHEV,2021,Vehicles,50
Switzerland,Historical,EV sales,Trucks,BEV,2021,Vehicles,50
Netherlands,Historical,EV sales,Vans,PHEV,2021,Vehicles,46
Spain,Historical,EV sales,Vans,PHEV,2021,Vehicles,46
Australia,Historical,EV sales,Cars,FCEV,2021,Vehicles,44
Portugal,Historical,EV sales,Buses,BEV,2021,Vehicles,44
Belgium,Historical,EV sales,Vans,PHEV,2021,Vehicles,39
Norway,Historical,EV sales,Cars,FCEV,2021,Vehicles,39
Finland,Historical,EV sales,Vans,PHEV,2021,Vehicles,38
Netherlands,Historical,EV sales,Buses,FCEV,2021,Vehicles,37
Germany,Historical,EV sales,Buses,FCEV,2021,Vehicles,33
Israel,Historical,EV sales,Buses,BEV,2021,Vehicles,33
Japan,Historical,EV sales,Buses,BEV,2021,Vehicles,32
France,Historical,EV sales,Trucks,BEV,2021,Vehicles,29
Canada,Historical,EV sales,Trucks,FCEV,2021,Vehicles,28
EU27,Historical,EV sales,Vans,FCEV,2021,Vehicles,27
EU27,Historical,EV sales,Trucks,PHEV,2021,Vehicles,26
Spain,Historical,EV sales,Trucks,BEV,2021,Vehicles,23
Belgium,Historical,EV sales,Buses,PHEV,2021,Vehicles,22
New Zealand,Historical,EV sales,Vans,PHEV,2021,Vehicles,22
Belgium,Historical,EV sales,Cars,FCEV,2021,Vehicles,21
Canada,Historical,EV sales,Trucks,BEV,2021,Vehicles,20
France,Historical,EV sales,Vans,FCEV,2021,Vehicles,20
China,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,19
China,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,19
China,Historical,EV sales,Cars,FCEV,2021,Vehicles,19
Netherlands,Historical,EV sales,Trucks,PHEV,2021,Vehicles,16
Spain,Historical,EV sales,Buses,PHEV,2021,Vehicles,16
Sweden,Historical,EV sales,Cars,FCEV,2021,Vehicles,16
United Kingdom,Historical,EV sales,Buses,FCEV,2021,Vehicles,15
USA,Historical,EV sales,Buses,FCEV,2021,Vehicles,15
USA,Projection-APS,EV sales,Buses,FCEV,2021,Vehicles,15
USA,Projection-STEPS,EV sales,Buses,FCEV,2021,Vehicles,15
Austria,Historical,EV sales,Cars,FCEV,2021,Vehicles,14
France,Historical,EV sales,Cars,FCEV,2021,Vehicles,14
United Kingdom,Historical,EV sales,Cars,FCEV,2021,Vehicles,12
France,Historical,EV sales,Trucks,PHEV,2021,Vehicles,10
Italy,Historical,EV sales,Cars,FCEV,2021,Vehicles,10
Spain,Historical,EV sales,Cars,FCEV,2021,Vehicles,10
EU27,Historical,EV sales,Trucks,FCEV,2021,Vehicles,9
Netherlands,Historical,EV sales,Trucks,FCEV,2021,Vehicles,8
Portugal,Historical,EV sales,Vans,PHEV,2021,Vehicles,7
Belgium,Historical,EV sales,Trucks,BEV,2021,Vehicles,5
Germany,Historical,EV sales,Vans,FCEV,2021,Vehicles,5
Germany,Historical,EV sales,Buses,PHEV,2021,Vehicles,5
Norway,Historical,EV sales,Buses,PHEV,2021,Vehicles,5
China,Projection-STEPS,EV sales,Vans,FCEV,2021,Vehicles,3
China,Projection-APS,EV sales,Vans,FCEV,2021,Vehicles,3
China,Historical,EV sales,Vans,FCEV,2021,Vehicles,3
Finland,Historical,EV sales,Trucks,BEV,2021,Vehicles,3
Iceland,Historical,EV sales,Cars,FCEV,2021,Vehicles,3
Japan,Historical,EV sales,Trucks,BEV,2021,Vehicles,3
Denmark,Historical,EV sales,Vans,FCEV,2021,Vehicles,2
Israel,Historical,EV sales,Vans,PHEV,2021,Vehicles,2
Portugal,Historical,EV sales,Buses,PHEV,2021,Vehicles,2
Sweden,Historical,EV sales,Buses,FCEV,2021,Vehicles,2
Brazil,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
Chile,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
Denmark,Historical,EV sales,Trucks,FCEV,2021,Vehicles,1
Finland,Historical,EV sales,Cars,FCEV,2021,Vehicles,1
France,Historical,EV sales,Buses,FCEV,2021,Vehicles,1
India,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,1
